no,productno ,colour,size,crossreference,description,brandid,brandname,brandlineid,brandlinename,img1,img2,img3,img4,img5,img6,composition,countryoforigin,genderid,gendername,ageclassid,ageclassname,seasonid,seasonname,seasonyear,productcategoryid,productcategoryname,productgroupcodeid,productgroupcodename,colorname,colorhex
011278726,8697353612176,A.KORAL,STANDARD,8697353612176,Pantofla Dushi - Colourist,1003,OZDILEK,1003,OZDILEK,http://91.187.98.69:8001/01/035/Published/8697353612176.jpg,,,,,,100% Pambuk,Turqi,3,unisex,8,Adult,3,NOS,,4,Home,402,Bathroom,KORAL,#FF7F50
011140406,8697353484308,Roze,Baby,8697353484308,Set Çarçafe & Batanie - Stella,1003,OZDILEK,1003,OZDILEK,http://91.187.98.69:8001/01/035/Published/8697353484308.jpg,http://91.187.98.69:8001/01/035/Published/8697353484308_1.jpg,,,,,100% Pambuk,Turqi,2,female,8,Adult,3,NOS,,4,Home,403,Bedroom,PINK,#FFC0CB
011292992,8697353524905,VERDHE,M,8697353524905,Peshqir Fytyre - Starwars Mandalorian,1003,OZDILEK,1003,OZDILEK,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_12682024_8697353524905.jpeg?lastmod=1320-20211112,,,,,,100% Pambuk,Turqi,3,unisex,8,Adult,3,NOS,,4,Home,402,Bathroom,YELLOW,#FFFF00
011262083,8697353577871,MINT,5-6,8697353577871,Mantel Dushi Per Femije - Minnie M.Heart,1003,OZDILEK,1003,OZDILEK,http://91.187.98.69:8001/01/035/Published/8697353577871.jpg,http://91.187.98.69:8001/01/035/Published/8697353577871_1.jpg,http://91.187.98.69:8001/01/035/Published/8697353577871_2.jpg,,,,100% Pambuk,Turqi,2,female,8,Adult,3,NOS,,4,Home,402,Bathroom,MINT,#98FF98
011185208,8697353556128,Vjollce,Single,8697353556128,Set Carcafe Njeshe - Ditsy,1003,OZDILEK,1003,OZDILEK,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-55612801327MOR_8697353556128.jpeg?lastmod=0955-20220721,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-55612801327MOR_8697353556128_1.jpeg?lastmod=0955-20220721,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-55612801327MOR_8697353556128_1.jpeg?lastmod=0955-20220721,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-55612801327MOR_8697353556128_1.jpeg?lastmod=0955-20220721,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-55612801327MOR_8697353556128_1.jpeg?lastmod=0955-20220721,,100% Pambuk,Turqi,3,unisex,8,Adult,3,NOS,,4,Home,403,Bedroom,VJOLLCE,#8F00FF
011140274,8697353545689,K.Gjelber,M,8697353545689,Peshqir Dushi - Colourist,1003,OZDILEK,1003,OZDILEK,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-54562701327KOYUYESIL_8697353545689.jpeg?lastmod=1735-20230324,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-54562701327KOYUYESIL_8697353545689_1.jpeg?lastmod=1735-20230324,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-54562701327KOYUYESIL_8697353545689_1.jpeg?lastmod=1735-20230324,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-54562701327KOYUYESIL_8697353545689_1.jpeg?lastmod=1735-20230324,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-54562701327KOYUYESIL_8697353545689_1.jpeg?lastmod=1735-20230324,,100% Pambuk,Turqi,3,unisex,8,Adult,3,NOS,,4,Home,402,Bathroom,GREEN,#008000
011223693,8697353611391,Hiri,Xl,8697353611391,Peshqir Dushi - Plaid,1003,OZDILEK,1003,OZDILEK,http://91.187.98.69:8001/01/035/Published/8697353611391.jpg,http://91.187.98.69:8001/01/035/Published/8697353611391_1.jpg,http://91.187.98.69:8001/01/035/Published/8697353611391_2.jpg,http://91.187.98.69:8001/01/035/Published/8697353611391_3.jpg,,,100% Pambuk Organik,Turqi,3,unisex,8,Adult,3,NOS,,4,Home,402,Bathroom,GRAY,#808080
011208889,8697353578564,A.Mint,M/L,8697353578564,Set Peshqire Per Femije - Minnie Mouese,1003,OZDILEK,1003,OZDILEK,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-57856401327MINT_8697353578564.jpeg?lastmod=1410-20230904,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-57856401327MINT_8697353578564_1.jpeg?lastmod=1410-20230904,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-57856401327MINT_8697353578564_1.jpeg?lastmod=1410-20230904,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-57856401327MINT_8697353578564_1.jpeg?lastmod=1410-20230904,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-57856401327MINT_8697353578564_1.jpeg?lastmod=1410-20230904,,100% Pambuk,Turqi,2,female,5,Child,3,NOS,,4,Home,402,Bathroom,MINT,#98FF98
011166777,8697353552991,Kalter,Single,8697353552991,Set Carcafe Njeshe - Cars Cyber,1003,OZDILEK,1003,OZDILEK,http://91.187.98.69:8001/01/035/Published/8697353552991.jpg,,,,,,100% Pambuk,Turqi,1,male,8,Adult,3,NOS,,4,Home,403,Bedroom,BLUE,#0000FF
011195669,8697353385391,Krem,Single,8697353385391,Jorgan Njeshe - Pambuku,1003,OZDILEK,1003,OZDILEK,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-38539101327BEYAZ_8697353385391.jpeg?lastmod=1740-20240424,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-38539101327BEYAZ_8697353385391_1.jpeg?lastmod=1740-20240424,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-38539101327BEYAZ_8697353385391_1.jpeg?lastmod=1740-20240424,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-38539101327BEYAZ_8697353385391_1.jpeg?lastmod=1740-20240424,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-38539101327BEYAZ_8697353385391_1.jpeg?lastmod=1740-20240424,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-38539101327BEYAZ_8697353385391_2.jpeg?lastmod=1740-20240424,100% Pambuk,Turqi,3,unisex,8,Adult,2,Fall/Winter,2025,4,Home,403,Bedroom,CREAM,#FFFDD0
011195678,8697353583018,Bardhe,Double,8697353583018,Çarçaf Dysheku Dyshe - Colourist,1003,OZDILEK,1003,OZDILEK,http://91.187.98.69:8001/01/035/Published/8697353583018.jpg,http://91.187.98.69:8001/01/035/Published/8697353583018_1.jpg,,,,,100% PAMBUK,Turqi,3,unisex,8,Adult,3,NOS,,4,Home,403,Bedroom,WHITE,#FFFFFF
011223760,8697353616570,Hiri,King,8697353616570,Set Carcafe Dyshe - Neutral,1003,OZDILEK,1003,OZDILEK,http://91.187.98.69:8001/01/035/Published/8697353616570.jpg,http://91.187.98.69:8001/01/035/Published/8697353616570_1.jpg,,,,,100% Pambuk Organik,Turqi,3,unisex,8,Adult,3,NOS,,4,Home,403,Bedroom,GRAY,#808080
011293076,8697353649424,VJOLLCE,DOUBLE,8697353649424,Set Carcafe Dyshe - Ornament,1003,OZDILEK,1003,OZDILEK,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-64265401327KULMORU_8697353649424.jpeg?lastmod=1801-20250128,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-64265401327KULMORU_8697353649424_1.jpeg?lastmod=1802-20250128,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-64265401327KULMORU_8697353649424_1.jpeg?lastmod=1802-20250128,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-64265401327KULMORU_8697353649424_1.jpeg?lastmod=1802-20250128,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-64265401327KULMORU_8697353649424_1.jpeg?lastmod=1802-20250128,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-64265401327KULMORU_8697353649424_2.jpeg?lastmod=1802-20250128,100% Pambuk,Turqi,3,unisex,8,Adult,3,NOS,,4,Home,403,Bedroom,VJOLLCE,#8F00FF
011209001,8697353608933,A.Koral,Double,8697353608933,Çarçaf Dysheku Dyshe - Colourist,1003,OZDILEK,1003,OZDILEK,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-55819101327ACIKMERCAN_8697353608933.jpeg?lastmod=1105-20240514,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-55819101327ACIKMERCAN_8697353608933_1.jpeg?lastmod=1105-20240514,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-55819101327ACIKMERCAN_8697353608933_1.jpeg?lastmod=1105-20240514,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-55819101327ACIKMERCAN_8697353608933_1.jpeg?lastmod=1105-20240514,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-55819101327ACIKMERCAN_8697353608933_1.jpeg?lastmod=1105-20240514,,100% PAMBUK,Turqi,3,unisex,8,Adult,3,NOS,,4,Home,403,Bedroom,KORAL,#FF7F50
011223719,8697353611971,Pjeshke,L,8697353611971,Peshqir Kembesh - Stripe,1003,OZDILEK,1003,OZDILEK,http://91.187.98.69:8001/01/035/Published/8697353611971.jpg,http://91.187.98.69:8001/01/035/Published/8697353611971_1.jpg,,,,,100% Pambuk Organik,Turqi,3,unisex,8,Adult,3,NOS,,4,Home,402,Bathroom,PEACH,#FFE5B4
011056349,8697353390081,Bardhe,Baby,8697353390081,Çarçaf Mbrojtes Dysheku,1015,SHEFAME,1015,SHEFAME,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_11041544_8697353390081.jpeg?lastmod=2017-20210620,,,,,,"80% PAMBUK, 20% POLIESTER",Turqi,3,unisex,1,Newborn,3,NOS,,1,Apparel,403,Bedroom,WHITE,#FFFFFF
011140294,8697353546211,Kalter,Xl,8697353546211,Mantel Dushi - Colourist,1003,OZDILEK,1003,OZDILEK,http://91.187.98.69:8001/01/035/Published/8697353546211.jpg,http://91.187.98.69:8001/01/035/Published/8697353546211_1.jpg,http://91.187.98.69:8001/01/035/Published/8697353546211_2.jpg,,,,100% Pambuk,Turqi,3,unisex,8,Adult,3,NOS,,4,Home,402,Bathroom,BLUE,#0000FF
011140266,8697353545399,Bezhe,S,8697353545399,Peshqir - Colourist,1003,OZDILEK,1003,OZDILEK,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-54536801327BEJ_8697353545399.jpeg?lastmod=1450-20230220,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-54536801327BEJ_8697353545399_1.jpeg?lastmod=1600-20230224,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-54536801327BEJ_8697353545399_1.jpeg?lastmod=1600-20230224,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-54536801327BEJ_8697353545399_1.jpeg?lastmod=1600-20230224,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-54536801327BEJ_8697353545399_1.jpeg?lastmod=1600-20230224,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-54536801327BEJ_8697353545399_2.jpeg?lastmod=1600-20230224,100% Pambuk,Turqi,3,unisex,8,Adult,3,NOS,,4,Home,402,Bathroom,BEIGE,#F5F5DC
011262186,8697353629419,KREM,STANDARD,8697353629419,Yastik Visco Cooler,1003,OZDILEK,1003,OZDILEK,http://91.187.98.69:8001/01/035/Published/8697353629419.jpg,,,,,,Viskoze/Poliester,Turqi,3,unisex,8,Adult,3,NOS,,4,Home,403,Bedroom,CREAM,#FFFDD0
011216390,8697353608797,Maldiv,Single,8697353608797,Çarçaf Dysheku Njeshe - Colourist,1003,OZDILEK,1003,OZDILEK,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-55817701327Maldiv_8697353608797.jpeg?lastmod=1045-20241119,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-55817701327Maldiv_8697353608797_1.jpeg?lastmod=1045-20241119,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-55817701327Maldiv_8697353608797_1.jpeg?lastmod=1045-20241119,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-55817701327Maldiv_8697353608797_1.jpeg?lastmod=1045-20241119,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-55817701327Maldiv_8697353608797_1.jpeg?lastmod=1045-20241119,,100% PAMBUK,Turqi,3,unisex,8,Adult,3,NOS,,4,Home,403,Bedroom,MALDIVES,#66CDAA
011278794,8697353607370,MALDIV,SINGLE,8697353607370,Set Carcafe Njeshe - Colourist,1003,OZDILEK,1003,OZDILEK,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-58487901327AQUA_8697353607370.jpeg?lastmod=1553-20240425,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-58487901327AQUA_8697353607370_1.jpeg?lastmod=1553-20240425,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-58487901327AQUA_8697353607370_1.jpeg?lastmod=1553-20240425,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-58487901327AQUA_8697353607370_1.jpeg?lastmod=1553-20240425,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-58487901327AQUA_8697353607370_1.jpeg?lastmod=1553-20240425,,100% Pambuk,Turqi,3,unisex,8,Adult,3,NOS,,4,Home,403,Bedroom,MALDIVES,#66CDAA
011072423,8697353535055,Vjollce,Double,8697353535055,Set Carcafe Dyshe - Line,1003,OZDILEK,1003,OZDILEK,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_12533821_8697353535055.jpeg?lastmod=1050-20210813,,,,,,100% PAMBUK,Turqi,3,unisex,8,Adult,3,NOS,,4,Home,403,Bedroom,VJOLLCE,#8F00FF
011293078,8697353648274,ZEZE,DOUBLE,8697353648274,Set Carcafe Dyshe - Yaprak,1003,OZDILEK,1003,OZDILEK,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-64801401327SIYAH_8697353648274.jpeg?lastmod=1030-20250120,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-64801401327SIYAH_8697353648274_1.jpeg?lastmod=1030-20250120,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-64801401327SIYAH_8697353648274_1.jpeg?lastmod=1030-20250120,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-64801401327SIYAH_8697353648274_1.jpeg?lastmod=1030-20250120,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-64801401327SIYAH_8697353648274_1.jpeg?lastmod=1030-20250120,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-64801401327SIYAH_8697353648274_2.jpeg?lastmod=1030-20250120,100% Pambuk,Turqi,3,unisex,8,Adult,3,NOS,,4,Home,403,Bedroom,BLACK,#000000
011242910,8697353618970,BEZHE,KING,8697353618970,Set Carcafe Dyshe - Soft Line,1003,OZDILEK,1003,OZDILEK,http://91.187.98.69:8001/01/035/Published/8697353618970.jpg,http://91.187.98.69:8001/01/035/Published/8697353618970_1.jpg,,,,,100% Pambuk Organik,Turqi,3,unisex,8,Adult,3,NOS,,4,Home,403,Bedroom,BEIGE,#F5F5DC
011208895,8697353578656,Krem,M/L,8697353578656,Set Peshqire Per Femije - Mickey Mouse,1003,OZDILEK,1003,OZDILEK,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-57865601327KREM_8697353578656.jpeg?lastmod=1411-20230904,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-57865601327KREM_8697353578656_1.jpeg?lastmod=1411-20230904,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-57865601327KREM_8697353578656_1.jpeg?lastmod=1411-20230904,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-57865601327KREM_8697353578656_1.jpeg?lastmod=1411-20230904,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-57865601327KREM_8697353578656_1.jpeg?lastmod=1411-20230904,,100% Pambuk,Turqi,3,unisex,8,Adult,1,Spring/Summer,2025,4,Home,402,Bathroom,CREAM,#FFFDD0
011262092,8697353577901,MINT,11-12,8697353577901,Mantel Dushi Per Femije - Minnie M.Heart,1003,OZDILEK,1003,OZDILEK,http://91.187.98.69:8001/01/035/Published/8697353577901.jpg,http://91.187.98.69:8001/01/035/Published/8697353577901_1.jpg,http://91.187.98.69:8001/01/035/Published/8697353577901_2.jpg,,,,100% Pambuk,Turqi,2,female,8,Adult,3,NOS,,4,Home,402,Bathroom,MINT,#98FF98
011056584,8697353481673,Bezhe,Standard,8697353481673,Peshqir Koke - Bone,1003,OZDILEK,1003,OZDILEK,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-HAVLUBONE01327BEJ_8697353481673.jpeg?lastmod=1500-20250113,,,,,,100% Pambuk,Turqi,3,unisex,8,Adult,3,NOS,,4,Home,402,Bathroom,BEIGE,#F5F5DC
011223653,8697353584398,Krem,M/L,8697353584398,Set Mantel Dushi - Curve,1003,OZDILEK,1003,OZDILEK,http://91.187.98.69:8001/01/035/Published/8697353584398.jpg,,,,,,100% Pambuk,Turqi,3,unisex,8,Adult,3,NOS,,4,Home,402,Bathroom,CREAM,#FFFDD0
011195601,8697353545412,Gjelber,S,8697353545412,Peshqir - Colourist,1003,OZDILEK,1003,OZDILEK,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-54536801327YESIL_8697353545412.jpeg?lastmod=1630-20220906,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-54536801327YESIL_8697353545412_1.jpeg?lastmod=1600-20230224,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-54536801327YESIL_8697353545412_1.jpeg?lastmod=1600-20230224,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-54536801327YESIL_8697353545412_1.jpeg?lastmod=1600-20230224,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-54536801327YESIL_8697353545412_1.jpeg?lastmod=1600-20230224,,100% Pambuk,Turqi,3,unisex,8,Adult,3,NOS,,4,Home,402,Bathroom,GREEN,#008000
011216404,8697353607646,Indigo,Double,8697353607646,Çarçaf Dysheku Dyshe - Colourist,1003,OZDILEK,1003,OZDILEK,http://91.187.98.69:8001/01/035/Published/8697353607646.jpg,http://91.187.98.69:8001/01/035/Published/8697353607646_1.jpg,,,,,100% PAMBUK,Turqi,3,unisex,8,Adult,3,NOS,,4,Home,403,Bedroom,INDIGO,#4B0082
011140270,8697353545504,Hiri,M,8697353545504,Peshqir Fytyre - Colourist,1003,OZDILEK,1003,OZDILEK,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-54549801327GRI_8697353545504.jpeg?lastmod=1451-20230220,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-54549801327GRI_8697353545504_1.jpeg?lastmod=1732-20230308,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-54549801327GRI_8697353545504_1.jpeg?lastmod=1732-20230308,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-54549801327GRI_8697353545504_1.jpeg?lastmod=1732-20230308,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-54549801327GRI_8697353545504_1.jpeg?lastmod=1732-20230308,,100% PAMBUK,Turqi,3,unisex,8,Adult,3,NOS,,4,Home,402,Bathroom,GRAY,#808080
011208884,8697353385476,Krem,Single,8697353385476,Jorgan Njeshe - Bamboo,1003,OZDILEK,1003,OZDILEK,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_11491495_8697353385476.jpeg?lastmod=1150-20230818,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_11491495_8697353385476_1.jpeg?lastmod=1150-20230818,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_11491495_8697353385476_1.jpeg?lastmod=1150-20230818,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_11491495_8697353385476_1.jpeg?lastmod=1150-20230818,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_11491495_8697353385476_1.jpeg?lastmod=1150-20230818,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_11491495_8697353385476_2.jpeg?lastmod=1150-20230818,"70% Viskoze Bambusi, 30% Pambuk",Turqi,3,unisex,8,Adult,2,Fall/Winter,2025,4,Home,403,Bedroom,CREAM,#FFFDD0
011262128,8697353617966,KREM-KALTER,BABY,8697353617966,Set Peshqire Bebesh - Tazmania,1003,OZDILEK,1003,OZDILEK,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-61796601327MAVI_8697353617966.jpeg?lastmod=1040-20240527,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-61796601327MAVI_8697353617966_1.jpeg?lastmod=1040-20240527,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-61796601327MAVI_8697353617966_1.jpeg?lastmod=1040-20240527,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-61796601327MAVI_8697353617966_1.jpeg?lastmod=1040-20240527,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-61796601327MAVI_8697353617966_1.jpeg?lastmod=1040-20240527,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-61796601327MAVI_8697353617966_2.jpeg?lastmod=1040-20240527,"60% Bambu, 40% Pambuk",Turqi,1,male,8,Adult,3,NOS,,4,Home,402,Bathroom,CREAM BLUE,#B0E0E6
011278813,8697353648014,BARDHE,DOUBLE,8697353648014,Set Carcafe Dyshe - Yaprak,1003,OZDILEK,1003,OZDILEK,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-64801401327BEYAZ_8697353648014.jpeg?lastmod=1130-20241211,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-64801401327BEYAZ_8697353648014_1.jpeg?lastmod=1130-20241211,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-64801401327BEYAZ_8697353648014_1.jpeg?lastmod=1130-20241211,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-64801401327BEYAZ_8697353648014_1.jpeg?lastmod=1130-20241211,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-64801401327BEYAZ_8697353648014_1.jpeg?lastmod=1130-20241211,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-64801401327BEYAZ_8697353648014_2.jpeg?lastmod=1130-20241211,100% Pambuk,Turqi,3,unisex,8,Adult,3,NOS,,4,Home,403,Bedroom,WHITE,#FFFFFF
011122236,8697353545382,Antracit,S,8697353545382,Peshqir - Colourist,1003,OZDILEK,1003,OZDILEK,https://img-ozdilekteyim.mncdn.com/rest/v2/medias2/container/zoom/pmc_PR-EVTEKSTILI-54536801327ANTRASIT_8697353545382.jpeg?lastmod=1450-20230220,,,,,,100% Pambuk,Turqi,3,unisex,8,Adult,3,NOS,,4,Home,402,Bathroom,ANTRACIT,#2F2F2F
011185196,8697353559099,K.Bezhe,Single,8697353559099,Çarçaf Dysheku Njeshe - Colourist,1003,OZDILEK,1003,OZDILEK,http://91.187.98.69:8001/01/035/Published/8697353559099.jpg,http://91.187.98.69:8001/01/035/Published/8697353559099_1.jpg,,,,,100% PAMBUK,Turqi,3,unisex,8,Adult,3,NOS,,4,Home,403,Bedroom,BEIGE,#F5F5DC
